projectID,key,creationDate,resolutionDate,updateDate,dueDate,resolution,type,priority,fixVersions,versions,timeSpent,aggregatedTimeSpent,timeEstimate,timeOriginalEstimate,aggregateTimeEstimate,progressPercent,componentName,componentDescription,description,summary,watchCount,votes,labels,creatorName,creatorActive,assignee,reporter
felix,FELIX-2975,2011-05-26T14:40:40.000+0000,2011-08-12T16:51:43.000+0000,2011-08-12T16:51:44.000+0000,,Fixed,New Feature,Major,['framework-4.0.0'],['framework-3.2.2'],,,,,,,"['Framework', 'Specification compliance']","['The core framework of the OSGi R6 specification (Sections 2, 3, 4, 5, 6, 7, 8, and 11).', 'The component is used to capture tasks that correspond to specification compliance issues. It does not refer to an actual logical component of the project. Tasks associated with this component will most likely also be assigned to an actual logical component.']","The OSGi R4.3 spec deprecates the StartLevel service. It is replaced by two new interfaces, FrameworkStartLevel and BundleStartLevel, which are available from the new Bundle.adapt() method. The functionality is equivalent to the StartLevel service, this is just a new way to access it.",[Framework] Implement OSGi R4.3 framework start level object,,,,rickhall,True,rickhall,rickhall
felix,FELIX-2973,2011-05-25T15:33:49.000+0000,2011-09-12T21:51:14.000+0000,2011-09-12T21:51:14.000+0000,,Fixed,New Feature,Major,['framework-4.0.0'],['framework-3.2.2'],,,,,,,"['Framework', 'Specification compliance']","['The core framework of the OSGi R6 specification (Sections 2, 3, 4, 5, 6, 7, 8, and 11).', 'The component is used to capture tasks that correspond to specification compliance issues. It does not refer to an actual logical component of the project. Tasks associated with this component will most likely also be assigned to an actual logical component.']","The OSGi R4.3 spec introduces a generic mechanism for a bundle to provide some capability (Provide-Capability) and other bundles to require such capabilities (Require-Capability). We need to implement this feature. Since it is based on the existing model used by the Felix framework, this should be reasonably straightforward. The biggest changes are the support of specifying types in the manifest header for capabilities and that generic capabilities can express ""uses"" constraints on packages.",[Framework] Implement OSGi R4.3 generic capabilities and requirements,,,,rickhall,True,rickhall,rickhall
felix,FELIX-2969,2011-05-23T15:36:54.000+0000,2011-08-12T16:52:09.000+0000,2011-08-12T16:52:09.000+0000,,Fixed,New Feature,Major,['framework-4.0.0'],['framework-3.2.2'],,,,,,,"['Framework', 'Specification compliance']","['The core framework of the OSGi R6 specification (Sections 2, 3, 4, 5, 6, 7, 8, and 11).', 'The component is used to capture tasks that correspond to specification compliance issues. It does not refer to an actual logical component of the project. Tasks associated with this component will most likely also be assigned to an actual logical component.']",The OSGi R4.3 spec introduces a new FrameworkWiring API available from the system bundle adapt() method to replace the PackageAdmin service. We need to implement it.,[Framework] Implement OSGi R4.3 framework wiring object,,,,rickhall,True,rickhall,rickhall
felix,FELIX-2967,2011-05-23T02:59:48.000+0000,2018-07-03T19:40:01.000+0000,2018-07-03T19:40:01.000+0000,,Won't Fix,New Feature,Major,,,,,,,,,['Log Service'],['The Log Service from the OSGi R4 specification (Section 101).'],"Log information is critical during debugging and maintenance.
Now, the log service sub-project only provides memory-based implementation.
And, the pax or other log implementations are quite difficult to be installed and used.

Do people here have a plan to improve the current log service to support file-logging?
Really looking forward.",file-based log service wanted,,,"['log', 'logging']",drhades,True,,drhades
felix,FELIX-2961,2011-05-20T17:58:03.000+0000,2016-05-11T07:00:41.000+0000,2016-07-12T04:53:04.000+0000,,Won't Fix,New Feature,Major,,['scr annotations 1.5.0'],,,,,,,['SCR Tooling'],"['Tooling for Maven, Ant, and Bnd including SCR annotations']","hello!

when I use config admin to control instaniation of scr component services, I use this pattern:


// 1) in config source bundle:
			Configuration config = configAdmin.getConfiguration(""ZZZ"", null);
			Dictionary<String, String> props = config.getProperties();
			config.update(props);


//  2) in config target bundle:
@Service
@Component(name = ""AAA"", policy = ConfigurationPolicy.REQUIRE, immediate = true)
public class BucketPlugin implements PluginSpaceService {

	@Property(name = ""service.pid"")
	protected static final String PID = ""ZZZ"";


// 3) despite the fact service.pid ""looks good"" in xml for the tagret compenent:
    <scr:component enabled=""true"" immediate=""true"" name=""AAA"" configuration-policy=""require"">
        <implementation class=""com.ddfplus.core.space.BucketPlugin""/>
        <service servicefactory=""false"">
            <provide interface=""com.ddfplus.api.plugin.PluginSpaceService""/>
        </service>
        <property name=""service.pid"" type=""String"" value=""ZZZ""/>


// 4) the scr fails to initialize the component; intitialzation works only when 
(scr.component.name == config.service.pid) and NOT when (config.service.pid == scr.component.property.pid)


// 5) if I look on the the config target in console (when I do manage to inititialize it),
it shows that again, actual service.pid comes from scr.component.name and not from scr.component.property.service.pid


thank you.
",@Component annotation should support defining the name with a compile time constant (instead of just a constant value),2,,,andrei.pozolotin,True,,andrei.pozolotin
felix,FELIX-2959,2011-05-19T16:06:18.000+0000,2011-05-25T15:11:10.000+0000,2011-05-25T15:11:10.000+0000,,Fixed,New Feature,Major,['framework-4.0.0'],['framework-3.2.2'],,,,,,,"['Framework', 'Specification compliance']","['The core framework of the OSGi R6 specification (Sections 2, 3, 4, 5, 6, 7, 8, and 11).', 'The component is used to capture tasks that correspond to specification compliance issues. It does not refer to an actual logical component of the project. Tasks associated with this component will most likely also be assigned to an actual logical component.']",Implement the OSGi R4.3 specification's new class loading hook to enable byte code weaving.,[Framework] Implement OSGi R4.3 class loader byte-code weaving hook,1,,,rickhall,True,rickhall,rickhall
felix,FELIX-2932,2011-04-25T09:05:48.000+0000,2011-04-25T09:08:20.000+0000,2012-05-14T14:58:28.000+0000,,Fixed,New Feature,Major,['ipojo-core-1.8.2'],['iPOJO-1.8.0'],,,,,,,['iPOJO'],['iPOJO service-oriented component framework'],"iPOJO analyzes bundles asynchronously using a separated thread. This makes iPOJO not usable on the Google App Engine. So, an option should be provided disabling the 'creator' thread and processing bundles synchronously.",Allows disabling the asynchronous processing in the iPOJO Extender,,,,clement.escoffier,True,clement.escoffier,clement.escoffier
felix,FELIX-2920,2011-04-18T08:00:04.000+0000,,2013-06-07T13:05:02.000+0000,,,New Feature,Major,['maven-bundle-plugin-future'],,,,2592000,2592000,2592000,,['Maven Bundle Plugin'],[''],"It's helpfull to add another goal checkConfig to check a configurations of bundles with the bundle 0 to see if all bundles can be resovled and reports some warning or errors like a package exported by two bundles, a package exported by a bundle less version and by another with a version ....

It's a test to see if these bundles can be started on a osgi configuration.

You can use felix implemention to do it.",Check a list of bundles to see if all bundles can be resolved when its will deploy on osgi framework.,1,1,,chomats,True,,chomats
felix,FELIX-2919,2011-04-18T07:54:13.000+0000,,2013-06-07T14:54:17.000+0000,,,New Feature,Major,['maven-bundle-plugin-future'],,,,2592000,2592000,2592000,,['Maven Bundle Plugin'],[''],"maven bundle plugin allows to aggregate binaries but it doesn't aggregate source when it's possible.
Add this action on goal source:jar and a configuration to activate this feature. ",Aggregate sources when aggregate binaries,,,,chomats,True,,chomats
felix,FELIX-2897,2011-03-31T00:57:49.000+0000,2011-09-23T13:01:14.000+0000,2013-09-28T17:40:02.000+0000,,Fixed,New Feature,Major,['http-2.2.1'],,,,,,,,['HTTP Service'],['The HTTP Service and the Http Whiteboard Service from the OSGi R7 specification (Section 102 and 140).'],"Jetty has a JMX module which can be enabled. See http://docs.codehaus.org/display/JETTY/JMX
",Add support for Jetty JMX MBeans,1,,,justinedelson,True,fmeschbe,justinedelson
felix,FELIX-2896,2011-03-30T07:57:04.000+0000,2012-08-15T12:51:15.000+0000,2013-06-06T15:34:55.000+0000,,Fixed,New Feature,Major,['webconsole-4.2.0'],['webconsole-3.1.8'],,,,,,,['Web Console'],['A web based management console'],"Currently all information displayed about a bundle is coded into the bundle list plugin.
We could improve this by defining a BundleInfoProvider interface which might return a map for a bundle.
The bundle list plugin will query all providers and display all key/value pairs as additional information about the bundle.

Open questions:
- how to we handle localization?
- how can a bundle provide this service without having a dependency to the web console api?",Add support for bundle info providers,2,,,cziegeler,True,v_valchev,cziegeler
felix,FELIX-2853,2011-02-22T17:18:57.000+0000,2011-03-04T14:22:12.000+0000,2011-03-13T12:55:52.000+0000,,Fixed,New Feature,Minor,"['maven-scr-plugin-1.7.0', 'scr ant task 1.1.0', 'scr generator 1.1.0']","[' maven-scr-plugin-1.6.0', 'scr generator 1.0.0']",,,,,,,['SCR Tooling'],"['Tooling for Maven, Ant, and Bnd including SCR annotations']","It's time to deprecate the old javadoc tags - they will still be supported of course, but users should rather use the scr annotations instead.
If javadoc tags are used a meaningful warning (like Maven does) should be printed out.",Deprecate javadoc tags,,,,cziegeler,True,cziegeler,cziegeler
felix,FELIX-2790,2011-01-19T09:45:49.000+0000,,2011-01-19T09:45:49.000+0000,,,New Feature,Minor,,,,,,,,,['Framework'],"['The core framework of the OSGi R6 specification (Sections 2, 3, 4, 5, 6, 7, 8, and 11).']",,Add a configurable timeout when trying to lock a bundle for modification (start / stop / update / etc....),,,,gnt,True,,gnt
